CRICOS Provider Code,Trading Name,Institution Name,Institution Type,Institution Capacity,Website,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Line 4,Postal Address City,Postal Address State,Postal Address Postcode
03944E,Imperial Institute of Sydney,INTERNATIONAL INSTITUTE OF SYDNEY PTY LTD,Private,"1,590",,"Level 3, 20-22 Macquarie Street",,,,PARRAMATTA,NSW,2150
03945D,,The Bright College Pty Ltd,Private,480,,Level 2,440 William Street,,,Perth,WA,6000
03946C,PENFOLD COLLEGE,Penfold College Pty Ltd,Private,720,,Level 3 123 Lonsdale Street,,,,MELBOURNE,VIC,3000
03947B,,SET QLD Pty Ltd as trustee for SET QLD UNIT TRUST,Private,70,,"Level 1, 318 King Street",,,,MELBOURNE,VIC,3000
03948A,State Institute of Training,JMD Business Institute Pty Ltd,Private,840,http://www.sit.vic.edu.au,29 James Street,,,,PAKENHAM,VIC,3810
03949M,,Riverdale Institute Pty Ltd,Private,800,,Unit 19 2-14 Station Pl,,,,Werribee,VIC,3030
03950G,,Australian Business Skills College Pty Ltd,Private,700,http://www.absc.nsw.edu.au,"Level 3,14 Railway Parade",,,,Burwood,NSW,2134
03951F,Sunbeam International College,Sunbeam International College Pty Ltd,Private,760,sunbeam.edu.au,62 Gawler Place,,,,ADELAIDE,SA,5000
03952E,Merit Institute of Business,EQUINIM COLLEGE PTY LTD,Private,"1,120",,1584-1600 Canterbury Road,,,,PUNCHBOWL,NSW,2196
03953D,ILLOURA COLLEGE,Nithi College Pty Ltd,Private,392,www.illoura.edu.au,113 Wharf St,,,,Cannington,WA,6107
03954C,,Australian Health and Horticulture Institute Pty Ltd,Private,740,,3 Kerrie Road,,,,OATLANDS,NSW,2117
03955B,,Wisdom International College Pty Ltd,Private,410,,"Level 1, 133-135 Oxford Street",,,,Bondi Junction,NSW,2022
03956A,,Pioneer College Pty Ltd,Private,"1,017",,Level 1 150-152 Adelaide Tce,,,,EAST PERTH,WA,6004
03957M,,Starford College Pty Ltd,Private,470,,Level 6 245 Castlereagh Street,,,,SYDNEY,NSW,2000
03958K,,Aim Institute Pty Ltd,Private,240,,Shop 9 283-285 Windsor St,,,,Richmond,NSW,2753
03959J,INTERNATIONAL TECHNICAL INSTITUTE,GIPPSLAND TRADE INSTITUTE PTY LTD,Private,"1,100",,Suite 2 Level 15 190 Queen St,,,,MELBOURNE,VIC,3000
03960E,Hospitality Training Academy,AA Training Pty Ltd,Private,"1,197",https://hta.edu.au/,39-43 Woodend Ct,,,,PARK RIDGE,QLD,4125
03961D,Brilliant Institute of Business and Education,J&L Consultancy Pty Ltd,Private,390,bibe.tas.edu.au,TNHS 3 10-16 Cecil Ave,,,,Castle Hill,NSW,2154
03962C,Swanston Institute,Prospect Education Group Pty Ltd,Private,700,,Level 8 118 Queens St,,,,MELBOURNE,VIC,3000
03963B,WORKFORCE EDUCATION INSTITUTE,Workforce Education Institute Pty. Ltd.,Private,870,,Level 1 382 Lonsdale Street,,,,MELBOURNE,VIC,3000
03964A,,ADVANCE INSTITUTE AUSTRALIA PTY LTD,Private,"1,030",,10 Blissington St,,,,SPRINGVALE,VIC,3171
03965M,,Malwa College of Australia Pty Ltd,Private,368,,Level 1 - 269 Church St,,,,PARRAMATTA,NSW,2150
03966K,Novus Education,NOVUS EDUCATION PTY LTD,Private,"1,950",,Unit 310 22-36 Mountain Street,,,,ULTIMO,NSW,2007
03967J,APEX Australia Higher Education,Apex Institute of Higher Education Pty Ltd,Private,"1,262",,Apex Higher Education,PO Box 4144,,,Strathfield South,NSW,2136
03969G,,Polytechnic Victoria Pty Ltd,Private,875,,147 Islington Street,,,,Collingwood,VIC,3066
03970C,Concord Institute,ADELAIDE EDUCATION AND TRAINING PTY LTD,Private,630,,"Suite 2, Level 5, 97 Pirie St",,,,ADELAIDE,SA,5000
03971B,,Australian Guess International College Pty Ltd,Private,400,,Level 5 262 Pitt St,,,,SYDNEY,NSW,2000
03972A,,Australian Prime Education and Training Pty Ltd,Private,465,,Level 1 56-58 York Street,,,,Sydney,NSW,2000
03973M,,Hospitality Institute of NSW Pty Ltd,Private,210,,350 Annangrove Rd,,,,ROUSE HILL,NSW,2155
03974K,Epoch International College,Epoch International Group Pty Ltd,Private,230,,Suite 4 Level 7 131 Queen St,,,,Melbourne,VIC,3000
03975J,Alpha Beta College Australia,Alpha Beta College Australia PTY LTD,Private,98,,PO Box 477,,,,Auburn,NSW,1835
03976H,MELBOURNE INSTITUTE OF TRAINING AND EDUCATION,Easy Buy Products Pty Ltd,Private,81,,Unit 211 111 Overton Road,,,,WILLIAMS LANDIN,VIC,3027
03977G,,Chase Aus Pty Ltd,Private,264,,54-58 Brookes St,,,,BOWEN HILLS,QLD,4006
03978F,Adelaide Culinary Institute; Adelaide Construction Institute,Bush Tukka Pty Ltd,Private,248,https://culinaryadelaide.sa.edu.au,"Level 10 WEST, 50 Grenfell St",,,,Adelaide,SA,5000
03979E,Datum College; Fluent Education,Datum College Pty Ltd,Private,"1,360",,11-17 Jeffcott Street,,,,WEST MELBOURNE,VIC,3003
03980A,Federation Academy,FEDERATION ACADEMY AUSTRALIA PTY LTD,Private,797,,GPO Box 1609,,,,Brisbane,QLD,4001
03981M,AUSTRALIAN LEADING INSTITUTE OF TECHNOLOGY,ALIT EDUCATION GROUP PTY. LTD.,Private,360,,500 Spencer St,,,,WEST MELBOURNE,VIC,3003
03982K,,WINSLOW PROFESSIONAL EDUCATION PTY LTD,Private,"1,032",,"Level 7, 440 Elizabeth Street",,,,MELBOURNE,VIC,3000
03983J,,AUSTRALIAN INSTITUTE OF DIGITAL TECHNOLOGY PTY LTD,Private,250,https://aidt.edu.au/,Shop 4 & 5,Upper Bourke Street Level,108 Bourke Street,,MELBOURNE,VIC,3000
03984H,,Palmir Educreation Pty Ltd,Private,580,,13/19 Radnor Drive,,,,Deer Park,VIC,3023
03985G,,Australian International College of Skills & Education Pty Ltd,Private,758,,22 Granada Pl,,,,Oakhurst,NSW,2761
03986F,AIE Institute,AIE Institute Limited,Private,43,,PO Box 519,,,,Dickson,ACT,2602
03987E,,AUSTRALIAN VOCATIONAL TRAINING PTY LTD,Private,40,,PO Box 1211,,,,HUNTINGDALE,VIC,3166
03989C,Valley International College,Valley International Pty Ltd,Private,750,,PO Box 3483,,,,SUNNYBANK SOUTH,QLD,4109
03990K,GET Education Australia,Workplace Health & Safety Services Pty Ltd,Private,135,,"Level 4, 180 Bourke St",,,,Melbourne,VIC,3000
03991J,,Atlantic College Pty Ltd,Private,482,,12 Kippen Cl,,,,SPRING MOUNTAIN,QLD,4300
03992H,South Brisbane Institute; Le Pont International College Pty Ltd,Le Pont International College Pty Ltd,Private,450,,L2 - 12-14 Wentworth St,,,,PARRAMATTA,NSW,2150
03994F,KING'S SCHOOL OF CULINARY ARTS,Sydney Institute of Top Education Pty Ltd,Private,571,,Shop 1 15-17 Blaxland Rd,,,,Rhodes,NSW,2138
03995E,,Raymond International College Pty Ltd,Private,80,,Ground Floor 341 Queen St,,,,Melbourne,VIC,3000
03996D,,Australian Institute of Technology and Commerce Pty Ltd,Private,168,,"Level 6, 8 Quay Street",,,,Haymarket,NSW,2000
03997C,,ANZ College Pty Ltd,Private,324,,16-18 Aberdeen St,,,,Perth,WA,6000
04000A,Pentagon College Australia,Pentagon College Pty Ltd,Private,250,,Level 6 11-17 York St,,,,SYDNEY,NSW,2000
04001M,,Brooklyn International College Pty Ltd,Private,740,,841 George Street,,,,Haymarket,NSW,2000
04002K,LEGEND INSTITUTE,LEGEND INSTITUTE PTY LTD,Private,400,,Unit 281 398-408 Pitt St,,,,Haymarket,NSW,2000
04003J,Concord English College (Australia),Unison Education and Training Pty Ltd,Private,108,,Level 4 382 Lonsdale St,,,,Melbourne,VIC,3000
04004H,,Innovative College Pty Ltd,Private,308,,43-45 Marion St,,,,Parramatta,NSW,2150
04006F,,Award Academy Australia Pty Ltd,Private,75,,"Unit 22 Level 7, 99 York Street",,,,Sydney,NSW,2000
04007E,Australian College of Tourism and Information Technology,Australian Institute of Education and Technology Pty Ltd,Private,"1,200",actit.edu.au,"Level 6, 231 George Street",,,,BRISBANE,QLD,4000
04008D,,Australian College of Vocational Education and Training Pty Ltd,Private,760,https://www.acvet.edu.au/,Level 5 18-38D Siddeley Street,,,,Docklands,VIC,3008
04009C,National Academy of Professional Studies,National Academy of Professional Studies Pty Ltd,Private,"2,500",www.naps.edu.au,"Level 4, 136 Chalmers Street",,,,Surry Hills,NSW,2010
04010K,IVY LINK COLLEGE,ELS FUTURES PTY LTD,Private,820,,PO Box 2096,,,,RUNCORN,QLD,4113
04011J,,United Institute Pty Ltd,Private,536,,PO Box 1059,,,,ROBINSON,VIC,3019
04012H,Edunex Training,Edunex Pty Ltd,Private,420,,47 Translink Dr,,,,KEILOR PARK,VIC,3042
04013G,Australian International Institute of Higher Education,Queensland Institute of Higher Education Pty Ltd,Private,"1,016",www.aiihe.edu.au,"Level 23 & 24, 343 Albert St",,,,Brisbane,QLD,4000
04014F,Future English,Enjoy English Pty Ltd,Private,396,https://future.edu.au/,Level 6 234-250 Collins St,,,,Melbourne,VIC,3000
04015E,,Ivory Education Group Pty Ltd,Private,237,https://ivoryinstitute.edu.au/,Level 8 90 King William St,,,,Adelaide,SA,5000
04016D,Sapience College,SAPIENCE COLLEGE PTY LTD,Private,172,www.sapiencecollege.edu.au,Suite 109 Level 1 425 Docklands Dr,,,,DOCKLANDS,VIC,3008
04017C,Australian Academy of Hospitality and Management,Future College Pty Ltd,Private,250,,Level 1 - 586-590 Parramatta Road,,,,PETERSHAM,NSW,2049
04018B,Melbourne Institute of Higher Education Pty Ltd,Melbourne Institute of Higher Education Pty Ltd,Private,320,www.mihe.vic.edu.au,150 High Street,,,,Preston,VIC,3072
04019A,,ACCORD COLLEGE PTY LTD,Private,175,,65 Warrigal Dr,,,,AINTREE,VIC,3336
04020H,,AUSTRALIAN EDUCATION EXCELLENCE CENTRE PTY LTD,Private,270,,5 Monique Way,,,,Tarneit,VIC,3029
04021G,,Alice Springs College of Australia Pty Ltd,Private,940,http://www.asca.edu.au/,12 Glass Ct,,,,Sadadeen,NT,0870
04023E,Australian Virtus Institute,Australian Virtus Institute Pty Ltd,Private,605,www.avi.edu.au,"Level 6 West, 50 Grenfell St",,,,Adelaide,SA,5000
04024D,,Harvard International College Pty Ltd,Private,150,,244 Bungarribee Rd,,,,Blacktown,NSW,2148
04025C,NOVA VOCATIONAL COLLEGE,Brightpart Learning Centre Pty Ltd,Private,460,www.nvc.edu.au,83 Boundary Rd,,,,North Melbourne,VIC,3051
04026B,,BDMS Education Pty Ltd,Private,510,,Level 5 56-58 York Street,,,,Sydney,NSW,2000
04028M,,International Institute of Training Pty Ltd,Private,390,https://www.iitraining.vic.edu.au/,13 Tarkin Ct,,,,Bell Park,VIC,3215
04029K,,Greenhill Institute Pty Ltd,Private,320,www.greenhillinstitute.vic.edu.au,Suite 2 - 17 David St,,,,BRUNSWICK,VIC,3056
04030F,,AUIPT GROUP PTY LTD,Private,300,,Ground Floor 301-311 Flinders Lane,,,,Melbourne,VIC,3000
04031E,,Graceland Institute Pty Ltd,Private,120,,Shop 3 28 Balaclava St,,,,Woolloongabba,QLD,4102
04032D,,Boston International Pty Ltd,Private,420,,24 Raner Ave,,,,Parafield Gardens,SA,5107
04033C,LATITUDE COLLEGE,Educate Australia Pty Ltd,Private,288,www.latitude.edu.au,PO Box 330,,,,Parap,NT,0804
04034B,,Australian Vocational Training Academy Pty Ltd,Private,"2,750",,132-146 Elizabeth St,,,,Hobart,TAS,7000
04035A,,Waratah Polytechnic Pty Ltd,Private,768,,Suite 19 650 George St,,,,Sydney,NSW,2000
04036M,,Kingsford Education Group Pty Ltd,Private,780,,Level 2 545 Kent St,,,,Sydney,NSW,2000
04037K,,Wissen Holdings Pty Ltd,Private,88,,36 Propellor Ave,,,,Leppinton,NSW,2179
04038J,,Australian College of Culinary and Management Pty Ltd,Private,598,http://www.accm.vic.edu.au/,37-61 Vines Rd,,,,Hamlyn Heights,VIC,3217
04039H,UQ College Limited,UQ College,Private,"2,850",www.uqcollege.uq.edu.au,"Level 4, Sir Llew Edwards Building","University Drive, The University of Queensland",,,St Lucia,QLD,4072
04043A,,Avir Institute of Skills Pty Ltd,Private,320,,17 David St,,,,Brunswick,VIC,3056
04044M,,Vigil International College Pty Ltd,Private,480,,Level 2 12-14 Wentworth St,,,,PARRAMATTA,NSW,2150
04045K,Auswide College,Vocational Trainers Pty Ltd,Private,275,https://auswidecollege.edu.au,Level 3 1-3 Fitzwilliam Street,,,,PARRAMATTA,NSW,2150
04046J,Allied Institute,Pace Business College Pty Ltd,Private,975,www.allied.edu.au,"Level 5, 259 Collins Street",,,,Melbourne,VIC,3000
04047H,GENESIS INTERNATIONAL COLLEGE,Genesis Education Group Pty Ltd,Private,400,,Unit 2 5 Danaher Drive,,,,South Morang,VIC,3752
04048G,Victor College,Australian Institute of Business and Technical Education Pty Ltd,Private,204,,Level 3 47 Waymouth St,,,,Adelaide,SA,5000
04049F,,Perth Institute of Australia Pty Ltd,Private,645,,Level 2 10 Victoria Avenue,,,,PERTH,WA,6000
04050B,"Solis College, Athena College Australia",ABBI Educational Services Pty Ltd,Private,350,,Unit 5 Level 1 117 King William St,,,,ADELAIDE,SA,5000
04051A,Capstone Institute of Australia,The Ballarat Academy Pty Ltd,Private,320,www.capstone.edu.au,Level 5 565 George Street,,,,SYDNEY,NSW,2000
04052M,,Institute of Management and Trade,Private,392,,"Suite 29, 4 Cardinia Rd",,,,OFFICER,VIC,3809
04053K,,AUSTRALIA INTERNATIONAL COLLEGE OF BUSINESS & TECHNOLOGY PTY LTD,Private,160,,Suite 2 Level 2 243 Edward St,,,,Brisbane,QLD,4000
04055H,,Auscare Staffing Agency Pty Ltd,Private,"1,120",,PO Box 123,,,,Burswood,WA,6100
04056G,,MARS INSTITUTE PTY LTD,Private,300,,"Unit 5, 200 Turner Street",,,,PORT MELBOURNE,VIC,3207
04057F,Anderson College,SECURITY COLLEGE OF AUSTRALIA Pty Ltd,Private,80,,Level 6,190 Queens Street,,,Melbourne,VIC,3000
04058E,,Alma Mater College Australia Pty Ltd,Private,600,,Level 2 55 Swanston St,,,,Melbourne,VIC,3000
04059D,Analytics Institute of Australia Pty Ltd,Analytics Institute of Australia Pty Ltd,Private,340,www.analyticsinstitute.edu.au,"Level 10, 601 Bourke Street",,,,Melbourne,VIC,3000
04060M,Greenwood Academy of Animal Care and Agriculture,Enlighten Talent Pty Ltd,Private,480,,231 Coxs Rd,,,,NORTH RYDE,NSW,2113
04061K,,Britts College Pty Ltd,Private,"1,835",,"Level 7, 108 Lonsdale Street",,,,Melbourne,VIC,3000
04062J,Auscanus Institute of Australia,Auscanus Institute of Australia Pty Ltd,Private,810,www.auscanus.edu.au,Level 6 55 Swanston St,,,,Melbourne,VIC,3000
04063H,Ming-De International School,Ming-De International School Toowoomba Inc,Private,50,www.ming-de.qld.edu.au,48 Althaus Road,,,,Westbrook,QLD,4350
04064G,,UTA Institute of Technology Pty. Ltd.,Private,200,,58 Newlands Road,,,,Reservoir,VIC,3073
04066E,Victorian School of Commerce,Marasi Education Pty Ltd (VSC),Private,320,www.thevsc.com.au,219-221 Sydney Rd,,,,Coburg,VIC,3058
04067D,,WHITEHOUSE INTERNATIONAL COLLEGE PTY LTD,Private,578,,150 King St,,,,Newcastle,NSW,2300
04068C,,Boston Institute Pty Ltd,Private,408,,Level 4 60-62 York Street,,,,Sydney,NSW,2000
04069B,,College of Nursing Education & Training Australia Pty Ltd,Private,24,,222 Baylis St,,,,Wagga Wagga,NSW,2650
04070J,,Southern Institute of Early Learning and Leadership Pty Ltd,Private,280,,Level 5 307 Pitt St,,,,Sydney,NSW,2000
04071H,,D P TRAINING PTY LTD,Private,100,,PO Box 207,,,,Coolangatta,QLD,4225
04073F,,Daffodil International College Pty Ltd,Private,465,,5 Herborn Pl,,,,Minto,NSW,2566
04074E,Invicta Technical College,Australian Professional Training Academy Pty Ltd,Private,975,,35 Daisy St,,,,Revesby,NSW,2212
04075D,,Achievers Global Pty Ltd,Private,225,,60 Belfast St,,,,Broadmeadows,VIC,3047
04076C,,Avalon College Pty Ltd,Private,95,,480 Avalon Rd,,,,Avalon,VIC,3212
04077B,MELBOURNE TRADES COLLEGE,EXCEED VENTURES PTY LTD,Private,180,www.melbournetradescollege.vic.edu.au,73 Ashley St,,,,Braybrook,VIC,3019
04078A,Southern Cross Institute (SCI) Pty Ltd,Southern Cross Institute (SCI),Private,"1,501",https://sci.edu.au/,"Level 2, 1 - 3 Fitzwilliam Street",,,,Parramatta,NSW,2150
04079M,,Thames International College Pty Ltd,Private,500,,118 Walker St,,,,North Sydney,NSW,2060
04080G,DS COLLEGE,DS College Pty Ltd,Private,456,,3 Clunies Ross Court,,,,EIGHT MILE PLAINS,QLD,4113
04081F,,OAK LEAF EDUCATION,Private,260,,13 Elizabeth St,,,,RICHMOND,VIC,3121
04082E,Churchill Institute of Higher Education (CIHE),Mpika Holdings Pty Ltd,Private,720,www.churchill.nsw.edu.au,Level 1/16-18 Wentworth Street,,,,Parramatta,NSW,2150
04083D,Rosewood International College,Sunway International College Pty Ltd,Private,608,,Level 3 541 Kent St,,,,Sydney,NSW,2000
04084C,Concordia College - St Peters Campus Blackwood,Concordia College - St Peters Campus Blackwood,Private,20,,71 Cumming Street,,,,Blackwood,SA,5051
04085B,KINGS INSTITUTE OF VOCATIONAL STUDIES,Kings Institute of Vocational Studies Pty Ltd,Private,770,,Unit 5 153 Mann St,,,,GOSFORD,NSW,2250
04086A,Oban College,Oban College Pty Ltd,Private,990,www.oban.edu.au,"Level 2, 11 Parkes St",,,,Harris Park,NSW,2150
04087M,,ELITE COLLEGE OF ENGLISH,Private,141,,Ground Floor 1-5 Railway St,,,,Chatswood,NSW,2067
04089J,,Global Healthcare Management College Pty Ltd,Private,828,,4 Tribute Ct,,,,HOPPERS CROSSING,VIC,3029
04090E,Sydney Polytechnic Institute Pty Ltd,Sydney Polytechnic Institute,Private,550,https://spi.nsw.edu.au/,"Level 4, 191 Thomas St",,,,Haymarket,NSW,2000
04091D,AUSTRALIAN SCHOOL OF BUSINESS & TRADE,AUSTRALIAN SCHOOL OF BUSINESS & TRADE PTY LTD,Private,640,http://www.asbt.com.au,Level 12 190 Queen St,,,,Melbourne,VIC,3000
04093B,,College of Skills & Knowledge Pty Ltd,Private,318,,581-583 Plenty Rd,,,,PRESTON,VIC,3072
04094A,,NSW Higher Education Pty Ltd,Private,240,,Ground Floor 51-53 Murray St,,,,Pyrmont,NSW,2009
04095M,"The Australian Institute of Professional Counsellors Pty Ltd, AIPC Professional",Australian Institute of Professional Counsellors,Private,600,www.aipc.net.au,Locked Bag 15,,,,Fortitude Valley,QLD,4006
04096K,,NATIONAL POLYTECHNIC OF AUSTRALIA PTY LTD,Private,"2,000",,"Level 2, 8 Quay Street",,,,Haymarket,NSW,2000
04097J,Lincoln Education Australia,Lincoln Institute of Higher Education Ltd,Private,650,lincolnau.nsw.edu.au,"Level 8, 175 Liverpool Street",,,,Sydney,NSW,2000
04098H,,Australian Engineering College Pty Ltd,Private,576,,Suite 1 Level 5 398 Lonsdale St,,,,Melbourne,VIC,3000
04099G,Norton Institute,Norton Institute Pty Ltd,Private,360,,Unit 29 23 Norton St,,,,LEICHHARDT,NSW,2040
04101G,Dynamic Training Services,Dynamic Training Services Pty Ltd,Private,360,,"Unit 2, Level 10",59 Cameron Avenue,,,BELCONNEN,ACT,2617
04102F,Australian Data and Cyber Institute,Australian Data and Cyber Institute,Private,220,https://adci.edu.au/,"Level 3, 251 Adelaide Terrace",,,,Perth,WA,6000
04103E,Grenfell Institute of Technology Australia,Grenfell Education Enterprises Pty Ltd,Private,372,,Suite 1 Level 17 45 Grenfell St,,,,ADELAIDE,SA,5000
04106B,States College Australia,States College Australia Pty Ltd,Private,96,,"Suite 301, Level 3, 620 Bourke St",,,,Melbourne,VIC,3000
04107A,Atlas Education,Atlas Education Pty Ltd,Private,420,,Level 2 366 King William St,,,,Adelaide,SA,5000
04108M,PARAMOUNT COLLEGE,IIVS Pty Ltd,Private,"1,290",,Suite 501A 175 Church St,,,,PARRAMATTA,NSW,2150
04109K,EUREKA INSTITUTE OF MANAGEMENT,Sharma Education Pty Ltd,Private,237,,Level 6 440 Elizabeth St,,,,MELBOURNE,VIC,3000
04110F,,Australian Business Training Institute Pty Ltd,Private,100,,2 Totness Ct,,,,CASTLE HILL,NSW,2154
04111E,Universal Training Institute,Universal Training Institute Pty Ltd,Private,260,,31/70-74 Philip Street,,,,Parramatta,NSW,2150
04113C,Silverline College,Silverline College Pty Ltd,Private,455,,Suite 701 Lvl 7 280 Pitt St,,,,Sydney,NSW,2000
04114B,Skyline Institute of Technology,Indopacific Global Pty Ltd,Private,360,,Level 8 310 King St,,,,MELBOURNE,VIC,3000
04115A,Yarra College Australia,Yarra Education Australia,Private,"1,036",,Level 6 190 Queen St,,,,Melbourne,VIC,3000
04116M,International Graduate Institute (IGI),PBL Education Pty Ltd,Private,170,www.igi.edu.au,"Level 4, 540 George Street",,,,Sydney,NSW,2000
04117K,Ardor College Pty Ltd,Ardor College Pty Ltd,Private,300,http://www.ardor.edu.au,Unit 1 24 Madden St,,,,Aitkenvale,QLD,4814
04118J,Australian Training and Education College,Australian Training and Education College Pty Ltd,Private,415,,Unit 2 1 Bounty CI,,,,TUGGERAH,NSW,2259
04119H,Australian Management College Pty Ltd,Australian Management College Pty Ltd,Private,174,http://www.amc.qld.edu.au,"Level 1, 126 Margaret St.",,,,Brisbane,QLD,4000
04120D,Kangaroo International College Pty Ltd,Kangaroo International College Pty Ltd,Private,280,,Level 6 440 Elizabeth Street,,,,Melbourne,VIC,3000
04122B,Danford Higher Education,Danford Higher Education Pty Ltd,Private,288,www.danfordhe.vic.edu.au,"Level 8, 277 William Street",,,,Melbourne,VIC,3000
04123A,Austin Institute of Trades,Austin Institute of Trades Pty Ltd,Private,100,https://austin.edu.au/,Level 11 474 Flinders St,,,,Melbourne,VIC,3000
04124M,Get my RSA,360 Training Academy Pty Ltd,Private,60,,13 Nerang Street,,,,Southport,QLD,4215
04125K,,Hashm Pty Ltd,Private,160,,Unit 6 137 George St,,,,BEENLEIGH,QLD,4207
04127H,,SYDNEY BUSINESS INSTITUTE PTY LIMITED,Private,340,,Level 6 8 Quay St,,,,HAYMARKET,NSW,2000
04128G,,Rural Medical Education Australia Limited,Private,60,,PO Box 2076,,,,TOOWOOMBA,QLD,4350
04129F,,Brookside International College Pty Ltd,Private,400,,Suite 4 Level 4 50 Grenfell St,,,,ADELAIDE,SA,5000
04130B,,Wyatt Education Group Pty Ltd,Private,95,,Unit 4 44-46 Keeler St,,,,CARLINGFORD,NSW,2118
04131A,New Age Professionals Training Academy,New Age Professionals Pty Ltd,Private,65,,1/287a Spring Street,,,,Reservoir,VIC,3073
04132M,Automotive International College,Spores Education and Training Pty Ltd,Private,188,,"Suite 5, Level 6/68 Grenfell Street",,,,Adelaide,SA,5000
04133K,Hillshire International College,Hillshire Investment Pty Ltd,Private,368,,Level 3,7282 Mary Street,,,Surry Hills,NSW,2150
04134J,Marriott Academy,Marriott Education Group Pty Ltd,Private,760,,"168 Exhibition Street Level 8, Tenancy 1",,,,Melbourne,VIC,3000
04135H,Sydney College of Professional Education,Sydney College of Professional Education,Private,330,,Unit 1 133 Parramatta Rd,,,,GRANVILLE,NSW,2142
04136G,VIITE,VIITE Pty Ltd,Private,"1,140",,Level 5 271 William St,,,,MELBOURNE,VIC,3000
04137F,Australian Childcare Academy,Australian Higher Education Academy Pty Ltd,Private,40,,295 Alexander Drive,,,,Dianella,WA,6059
04139D,,Construction Training Australia Pty Ltd,Private,390,,Unit 4 5-7 Macaulay Street,,,,WILLIAMSTOWN NORTH,VIC,3016
04140M,Educore Institute; InterCare International College,MONASH POLYTECHNIC COLLEGE PTY LTD,Private,300,,PO BOX 386,,,,DINGLEY VILLAGE,VIC,3172
04142J,Epicure Skills Training Pty Ltd,Epicure Skills Training,Private,370,,20 Belgrave Street,,,,Kogarah,NSW,2217
04143H,PLATINUM COLLEGE OF TECHNOLOGY AND BUSINESS,Platinum Education Pty Ltd,Private,54,http://www.platinumeducation.qld.edu.au/,Suite 1 3350 Pacific Hwy,,,,Springwood,QLD,4217
04144G,Global College of Management,Management Institute of Australia Pty Ltd,Private,340,,38 Ricketty Street,,,,Mascot,NSW,2020
04145F,Berry International College,Acute Education Pty Ltd,Private,280,,"Level 1 190 Queen street, Melbourne VIC 3000",,,,Melbourne,VIC,3000
04146E,Pacific College Sydney,PACIFIC COLLEGE SYDNEY PTY LTD,Private,780,,"Level 2,47 Rickard Road",,,,Bankstown,NSW,2200
04147D,Allman College,Allman College Pty. Ltd.,Private,120,,PO Box 3220,,,,WAREEMBA,NSW,2046
04149B,,Infinity Business College Pty Ltd,Private,150,,101 Power St,,,,DOONSIDE,NSW,2767
04150J,,Australia International Construction College Pty Ltd,Private,500,https://aicc.edu.au/,Suite 401,11-15 Deane Street,,,Burwood,NSW,2134
04151H,Nexgen Institute of Australia,QTN Pty Ltd,Private,490,https://nexgen.edu.au,Level 5,271 William Street,,,Melbourne,VIC,3000
04152G,N/A,Insight Institute of Further Studies Pty Ltd,Private,360,,Unit 25 792 Plenty Road,,,,South Morang,VIC,3752
04153F,Royal International College,Ballarat Hospitality Pty Ltd,Private,254,,Level 6 341 Queen St,,,,MELBOURNE,VIC,3000
04155D,Hopkins International College,Phia Education Pty Ltd,Private,541,www.hopkins.edu.au,Suite 2 170 Wellington St,,,,East perth,WA,6004
04156C,Australis Vocational College Pty Ltd,Australis Vocational College Pty Ltd,Private,150,,3A Pisces Place,,,,ERSKINE PARK,NSW,2759
04158A,Lotus College,Lotus College Pty Ltd,Private,400,,Unit 2 206-208 Liverpool Rd,,,,ASHFIELD,NSW,2131
04159M,United International College,United International College Pty Ltd,Private,210,,33 Barina Downs Rd,,,,NORWEST,NSW,2153
04161F,,Management Institute Australia Pty Ltd,Private,150,www.miaustralia.edu.au,Level 2A,133 Parramatta Road,,,Granville,NSW,2141
04162E,Pinnacle Institute of Education,Hannan IT Pty Ltd,Private,60,,PO Box 115,,,,HEIDELBERG,VIC,3084
04163D,,ACBT Education Pty Ltd,Private,302,,154-160 Nicholson Street,,,,Footscray,VIC,3011
04164C,Native English College,Native English Pty Ltd,Private,162,,Level 4 68 Grenfell Street,,,,ADELAIDE,SA,5000
04166A,,Falcon Institute Pty Ltd,Private,80,,Ground Floor 492 St Kilda Rd,,,,MELBOURNE,VIC,3004
04167M,Southern Lights International,Southern Lights International Pty Ltd,Private,200,,Suite 302,Level 3,123 Clarence Street,,Sydney,NSW,2000
04168K,Australian Guild of Education Pty Ltd,Australian Guild of Education Pty Ltd,Private,70,https://www.guildmusic.edu.au/,376 Victoria St,,,,North Melbourne,VIC,3051
04173B,,Omni Futures Pty Ltd,Private,336,,"Level 7, 440 Elizabeth Street",,,,MELBOURNE,VIC,3000
04174A,Dynamite Studios Academy,Dynamite Management Australia Pty Ltd,Private,50,,Unit 31/3 Dalton Street,,,,Upper Coomera,QLD,4209
04176K,Empower International College,Train2succeed Pty Ltd,Private,400,,PO Box 616,,,,Spring Hill,QLD,4000
04177J,,GLOBAL TRAINING AUSTRALIA PTY LTD,Private,120,,252 Lygon St,,,,CARLTON,VIC,3053
04178H,Ausford College,B&P Education Pty Ltd,Private,660,www.ausfordcollege.edu.au,"Level 3, 14 Railway Parade",,,,Burwood,NSW,2134
04180C,The Performance College,The Performance College Pty Ltd,Private,120,,Level 6 440 Elizabeth Street,,,,MELBOURNE,VIC,3000
